Path,Group,Dataset,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_PFJet320,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,30,30,10906,22,2.05000,+/-,0.01963,0.05167,+/-,0.01102,1.99833,97.48%,+/-,0.96%,101.799376946
DST_ZeroBias_BTagScouting,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,30,30,10906,22,2.05000,+/-,0.01963,0.05167,+/-,0.01102,1.99833,97.48%,+/-,0.96%,101.799376946
HLT_HT550_DisplacedDijet40_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,6260,21,1.18000,+/-,0.01491,1.47977,+/-,0.32291,0.29977,20.26%,+/-,17.43%,0.928330720017
HLT_AK4PFJet30,"HIN","OnlineMonitor,HINPFJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT650,"EXO","OnlineMonitor,ParkingHT650,ParkingScoutingMonitor",L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||1||1||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||1||1||1,1,1,461477,1177,86.83000,+/-,0.12782,82.93754,+/-,2.41748,3.89246,4.48%,+/-,2.66%,1.61012989044
HLT_PFMET90_PFMHT90_IDTight,"HIG ,Hbb","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFMET120_PFMHT120_IDTight,"null","OnlineMonitor,HLTMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM120||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM120||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||1||0||1,1,1,27164,76,5.11000,+/-,0.03100,5.35536,+/-,0.61430,0.24536,4.58%,+/-,10.96%,0.399405502831
HLT_MET60_IsoTrk35_Loose,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70,0||100||0,L1_ETM50||L1_ETM60||L1_ETM70,0||150||0,626,626,3,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0er1p6_dEta_Max1p8,70,L1_DoubleMu0er1p6_dEta_Max1p8,100,2,2,4051,10,0.76000,+/-,0.01194,0.35233,+/-,0.11142,0.40767,53.64%,+/-,6.98%,3.65904961061
HLT_DoubleMu23NoFiltersNoVtxDisplaced,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,4416,16,0.83000,+/-,0.01249,1.12744,+/-,0.28186,0.29744,26.38%,+/-,18.44%,1.05528411216
HLT_Mu12_Photon25_CaloIdL_L1ISO,"HIG","OnlineMonitor,MuonEG",L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18,1,713,713,165,0,0.03000,+/-,0.00234,0.00000,+/-,0.00000,0.03000,100.00%,+/-,7.78%,No rates in Steam
HLT_Ele115_CaloIdVT_GsfTrkIdT,"EXO","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,1,1,71905,190,13.53000,+/-,0.05046,13.38839,+/-,0.97130,0.14161,1.05%,+/-,7.11%,0.14579658892
HLT_DoubleMu8_Mass8_PFHT300,"null","OnlineMonitor,DoubleMuon",L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||7500||0||5000||0||1||1||1||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||9500||0||6500||0||0||0||1||1||1,1,1,12802,36,2.41000,+/-,0.02130,2.53675,+/-,0.42279,0.12675,5.00%,+/-,15.86%,0.299786915889
HLT_Mu7p5_Track3p5_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_SingleMu5||L1_SingleMu7,0||100,L1_SingleMu5||L1_SingleMu7,300||250,3,3,2463,10,0.46000,+/-,0.00927,0.23488,+/-,0.07428,0.22512,48.94%,+/-,8.49%,3.03076946726
HLT_Mu15_IsoVVVL_PFHT400,"SUS","OnlineMonitor,SingleMuon",L1_SingleMuOpen,16000,L1_SingleMuOpen,20000,1,1,34797,86,6.55000,+/-,0.03511,6.06001,+/-,0.65347,0.48999,7.48%,+/-,9.25%,0.749834840233
HLT_Ele15_IsoVVVL_PFHT400_PFMET50,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,43000,L1_SingleEG5,50000,1,1,7652,18,1.44000,+/-,0.01646,1.26837,+/-,0.29896,0.17163,11.92%,+/-,18.32%,0.574080831084
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250,"null","OnlineMonitor,MuonEG",L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||7500||0||5000||0||1||1||1||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||9500||0||6500||0||0||0||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT650_4JetPt50,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,30,30,6033,14,1.14000,+/-,0.01468,0.03288,+/-,0.00879,1.10712,97.12%,+/-,1.29%,75.4318974517
HLT_DoubleMu3_PFMET50,"SUS","OnlineMonitor,MET",L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55,0||1,L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55,0||1,1,1,23730,56,4.46000,+/-,0.02895,3.94605,+/-,0.52731,0.51395,11.52%,+/-,10.48%,0.974655290763
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,7500||0||5000||0||1||1||1||1||0||100||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,63344,180,11.92000,+/-,0.04736,12.68374,+/-,0.94539,0.76374,6.02%,+/-,7.01%,0.807853326167
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,600,600,1060,1,0.20000,+/-,0.00614,0.00012,+/-,0.00012,0.19988,99.94%,+/-,3.07%,32.5385230192
HLT_Mu8_TrkIsoVVL,"SUS,MUO","OnlineMonitor,DoubleMuon",L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,8500||0||100,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,10000||300||250,157,157,4335,11,0.82000,+/-,0.01245,0.00494,+/-,0.00149,0.81506,99.40%,+/-,1.52%,65.4443033886
AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_DZ,"SUS,MUO","OnlineMonitor,DoubleMuon",L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,8500||0||100,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,10000||300||250,157,157,4335,11,0.82000,+/-,0.01245,0.00494,+/-,0.00149,0.81506,99.40%,+/-,1.52%,65.4443033886
HLT_HcalCalibration,"null","TestEnablesEcalHcal,TestEnablesEcalHcalDQM",,,,,1,1,51955,0,9.78000,+/-,0.04291,0.00000,+/-,0.00000,9.78000,100.00%,+/-,0.44%,No rates in Steam
HLT_DiSC30_18_EIso_AND_HE_Mass70,"null","OnlineMonitor,Commissioning",L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||1||1||0,L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||1||1||0,60,60,10971,26,2.06000,+/-,0.01967,0.03053,+/-,0.00599,2.02947,98.52%,+/-,0.95%,103.189966152
AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL,"null","OnlineMonitor,Commissioning",L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||1||1||0,L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||1||1||0,60,60,10971,26,2.06000,+/-,0.01967,0.03053,+/-,0.00599,2.02947,98.52%,+/-,0.95%,103.189966152
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,31478,98,5.92000,+/-,0.03337,6.90559,+/-,0.69757,0.98559,14.27%,+/-,8.67%,1.41289035695
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,1||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300,1||1||1||1,1,1,22630,62,4.26000,+/-,0.02832,4.36884,+/-,0.55484,0.10884,2.49%,+/-,12.40%,0.196167956921
HLT_Physics,"null","OnlineMonitor,ExpressPhysics,HLTPhysics",,,,,70,1,56136,15728,10.56000,+/-,0.04457,1108.27670,+/-,8.83713,1097.71670,99.05%,+/-,0.01%,124.216365733
HLT_Mu17_Mu8,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,52,52,3642,17,0.69000,+/-,0.01143,0.02304,+/-,0.00559,0.66696,96.66%,+/-,1.66%,58.3341423178
HLT_DoubleMu28NoFiltersNoVtxDisplaced,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,1633,6,0.31000,+/-,0.00767,0.42279,+/-,0.17260,0.11279,26.68%,+/-,29.99%,0.65346892155
HLT_CaloJet500_NoJetID,"null","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,1,1,40759,94,7.67000,+/-,0.03799,6.62373,+/-,0.68319,1.04627,13.64%,+/-,7.71%,1.53145966454
HLT_DiPFJetAve40,"JME","OnlineMonitor,HLTMonitor,JetHT",L1_ZeroBias,15923,L1_ZeroBias,15013,52,52,1579,5,0.30000,+/-,0.00755,0.00678,+/-,0.00303,0.29322,97.74%,+/-,2.52%,38.8391810909
HLT_Photon90_CaloIdL_PFHT600,"SUS,EXO","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,1,1,36571,100,6.88000,+/-,0.03598,7.04652,+/-,0.70465,0.16652,2.36%,+/-,9.78%,0.236315514012
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,18579,43,3.50000,+/-,0.02568,3.03000,+/-,0.46207,0.47000,13.43%,+/-,11.45%,1.01715121191
HLT_GlobalRunHPDNoise,"null","OnlineMonitor,HcalHPDNoise",L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptx||,0||,3500,3500,1659,2,0.31000,+/-,0.00761,0.00004,+/-,0.00003,0.30996,99.99%,+/-,2.46%,40.7255331914
HLT_DiPFJetAve320,"JME","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,16,16,11342,29,2.13000,+/-,0.02000,0.12772,+/-,0.02372,2.00228,94.00%,+/-,0.94%,84.4250811226
HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,MuonEG",L1_SingleMu16||L1_SingleMu25,0||1,L1_SingleMu16||L1_SingleMu25,0||1,1,1,8844,19,1.66000,+/-,0.01765,1.33884,+/-,0.30715,0.32116,19.35%,+/-,14.96%,1.04561430807
HLT_Ele27_WPLoose_Gsf_WHbbBoost,"null","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,1,1,21534,48,4.05000,+/-,0.02760,3.38233,+/-,0.48820,0.66767,16.49%,+/-,10.09%,1.36762408018
HLT_Rsq0p02_MR400_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200,"SUS","OnlineMonitor,BTagCSV",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,7500||0||5000||0||1||1||1||1||42||0||1||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,129664,338,24.40000,+/-,0.06776,23.81724,+/-,1.29549,0.58276,2.39%,+/-,5.19%,0.449839882083
HLT_Photon50,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,2000,2000,2696,7,0.51000,+/-,0.00982,0.00025,+/-,0.00009,0.50975,99.95%,+/-,1.93%,51.8979107639
HLT_HT350_DisplacedDijet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1,1,19421,46,3.65000,+/-,0.02619,3.24140,+/-,0.47792,0.40860,11.19%,+/-,11.65%,0.854959407294
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,"EXO","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15,1||1,1,1,13554,27,2.55000,+/-,0.02190,1.90256,+/-,0.36615,0.64744,25.39%,+/-,10.75%,1.76824581324
HLT_PFMET110_PFMHT110_IDTight,"HIG ,Hbb","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,1,1,42594,122,8.01000,+/-,0.03881,8.59675,+/-,0.77831,0.58675,6.83%,+/-,8.45%,0.753879480728
HLT_AK4CaloJet50,"HIN","OnlineMonitor,HINCaloJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu20_Mu10_SameSign_DZ,"Higgs","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,13370,34,2.52000,+/-,0.02179,2.39582,+/-,0.41088,0.12418,4.93%,+/-,15.53%,0.302237566366
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,1,1,35216,90,6.63000,+/-,0.03533,6.34187,+/-,0.66849,0.28813,4.35%,+/-,9.66%,0.431017854006
HLT_Ele23_WPLoose_Gsf_WHbbBoost,"null","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET90,"null","OnlineMonitor,Tau",L1_ETM80||L1_ETM90||L1_ETM100,1||1||1,L1_ETM80||L1_ETM90||L1_ETM100,1||1||1,1,1,43048,134,8.10000,+/-,0.03904,9.44234,+/-,0.81569,1.34234,14.22%,+/-,7.42%,1.6456386713
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau32_Trk1_eta2p1_Reg,"TAU,HIG,EXO","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MET300,"PPD","OnlineMonitor,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,100||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,150||0||1||1||1||1,1,1,4836,11,0.91000,+/-,0.01309,0.77512,+/-,0.23371,0.13488,14.82%,+/-,21.92%,0.577145689345
HLT_AK8PFJet200,"SMP","OnlineMonitor,JetHT",L1_SingleJet120,42,L1_SingleJet120,100,19,19,5569,13,1.05000,+/-,0.01407,0.04821,+/-,0.01337,1.00179,95.41%,+/-,1.34%,71.1991300484
HLT_ZeroBias_FirstCollisionInTrain,"null","OnlineMonitor,ZeroBiasFirstBunchInTrain",L1_FirstBunchInTrain,25301,L1_FirstBunchInTrain,0,1,1,104881,274,19.73000,+/-,0.06092,19.30747,+/-,1.16641,0.42253,2.14%,+/-,5.79%,0.362253287803
HLT_L1FatEvents_part1,"null","HLTPhysics1",,,,,7,1,562035,157277,105.75000,+/-,0.14106,11082.55558,+/-,27.94521,10976.80558,99.05%,+/-,0.00%,392.797452394
HLT_PFJet140,"SMP","OnlineMonitor,JetHT",L1_SingleJet90,850,L1_SingleJet90,1200,3,3,6351,17,1.19000,+/-,0.01493,0.39930,+/-,0.09685,0.79070,66.45%,+/-,3.01%,8.16455063962
HLT_Photon165_HE10,"Egamma","OnlineMonitor,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,1,1,50225,131,9.45000,+/-,0.04217,9.23094,+/-,0.80651,0.21906,2.32%,+/-,8.35%,0.271612544483
